id,first_name,last_name,date_of_birth,department_id,date_started,level_id,salary
1289,Chad,Weiss,2001-07-19,5,1997-07-02,3,103319
1290,Ricardo,Richardson,1976-08-18,4,2016-03-04,3,95168
1291,Karen,Silva,1971-02-24,3,2019-12-14,1,41859
1292,John,Holmes,1971-01-23,4,1996-10-26,5,131042
1293,Heather,Burke,1994-08-26,1,2014-07-04,1,38389
1294,Rebecca,Castro,1975-02-26,5,2003-09-08,3,98929
1295,Russell,Davis,1972-12-25,4,2005-02-17,1,41006
1296,Mark,Lane,1990-05-25,5,2012-10-16,4,131611
1297,Megan,Davenport,1993-08-27,2,2007-02-25,4,123805
1298,Ryan,Henson,1973-10-04,1,2015-10-03,1,38688
1299,Bethany,Rich,2001-11-14,3,2006-09-13,4,101335
1300,Kimberly,Harper,1968-07-05,5,2021-09-16,1,44809
1301,Benjamin,Morton,1992-08-02,2,1997-04-11,2,72527
1302,Michael,Ferguson,1996-09-06,2,1995-06-08,3,101838
1303,Mark,Boyd,1973-09-10,3,2011-06-29,2,58996
1304,Monica,Doyle,1968-03-09,4,2012-10-05,1,43179
1305,Zachary,Wiggins,1985-08-18,1,2008-11-14,3,68267
1306,Stacy,Miranda,1987-07-16,2,2011-02-23,5,152343
1307,Darren,Macias,1979-08-02,5,1999-06-07,4,127881
1308,Stephanie,Shaw,1982-07-26,2,1996-12-12,3,106479
1309,Samuel,Sims,1982-09-28,3,1993-08-02,5,119611
1310,Erik,Haynes,1972-08-30,2,1995-07-11,3,110982
1311,Daniel,Barr,1983-07-07,4,2007-12-11,3,89677
1312,Ashley,Davis,1985-05-17,1,2013-05-30,2,54541
1313,Jaime,Mendez,1997-08-07,5,2008-07-03,5,132792
1314,Tara,Salas,1969-06-04,4,2006-06-05,1,40296
1315,Victor,Coleman,1985-05-13,2,1998-09-22,3,98797
1316,Victoria,Mahoney,1977-01-27,4,2012-07-19,3,81865
1317,Jessica,Le,1974-07-29,5,1998-12-09,3,88964
1318,Erin,Smith,1981-04-06,1,2000-04-06,2,58148
1319,Katherine,Rangel,1995-10-06,2,1998-11-10,3,99539
1320,Philip,Sanchez,1994-02-01,2,2014-03-30,2,81004
1321,Adrian,Jones,1988-04-26,4,2009-05-06,2,66369
1322,Steven,White,2001-12-07,1,1999-03-04,4,81931
1323,Heidi,Ward,1973-09-05,4,2008-01-20,1,40915
1324,Stephanie,Bell,1987-09-13,4,2005-04-28,4,107383
1325,Jill,Williams,2002-05-24,3,2016-03-10,2,60607
1326,Nicholas,Price,1991-08-12,3,2004-02-29,1,43385
1327,Andre,Kent,1986-06-26,4,2000-01-31,5,133835
1328,Hailey,Sanford,1979-10-04,3,2010-12-18,2,62017
1329,Melissa,Mills,1986-01-22,5,2015-10-27,1,47165
1330,Catherine,Miller,1976-07-28,3,2007-11-09,2,56899
1331,Barbara,Brown,1990-02-11,1,2001-12-13,4,98267
1332,Michelle,Rodriguez,1974-10-31,3,1999-03-03,2,64553
1333,Maria,Garza,1994-05-18,1,2007-07-07,2,53547
1334,Gregory,Roberts,1967-12-02,4,2006-01-08,1,42406
1335,Theresa,Mckinney,1982-03-05,1,2003-01-03,3,70964
1336,Nathaniel,Vaughn,1970-02-20,3,2011-03-08,4,109503
1337,Kenneth,Miller,1968-11-17,2,2008-12-23,3,97003
1338,Danielle,Lewis,1968-01-02,4,2005-08-16,1,45095
1339,Vincent,Hall,1978-07-26,4,2011-09-29,5,140234
1340,Debbie,Sweeney,1987-01-03,4,2001-03-15,5,143588
1341,Kevin,Murphy,1991-02-28,4,1999-06-10,2,72253
1342,Michael,Aguilar,2001-01-16,1,1986-09-12,6,137131
1343,Kimberly,Lewis,1988-03-06,5,2013-09-28,3,87563
1344,Julia,Wong,1972-10-26,4,2016-04-03,3,92627
1345,Louis,Smith,1972-11-16,3,2013-05-31,3,85583
1346,Christopher,Duncan,1983-05-09,5,1994-12-16,5,148486
1347,Steven,Lindsey,1972-04-22,2,2012-10-04,4,134996
1348,Heather,Walker,1968-05-20,5,2013-04-17,3,93574
1349,Kevin,Smith,1996-08-21,3,2006-01-02,5,111460
1350,Teresa,Parsons,1968-12-25,3,2014-06-09,3,80783
1351,Hayley,Green,1982-11-03,1,2016-11-10,3,66938
1352,Robert,Gordon,1997-09-04,4,2017-09-19,2,59771
1353,Julia,Mckenzie,1986-11-03,4,2021-09-28,1,44241
1354,Robert,Robinson,1999-09-17,5,2014-09-19,3,86849
1355,Jesse,Davis,1987-05-05,2,2003-08-06,3,102098
1356,Brian,Sanders,1987-10-05,1,2021-11-12,1,35162
1357,Michael,Burke,1986-03-25,1,2010-09-23,4,95613
1358,Sarah,Robinson,1989-09-12,5,1995-03-13,3,99599
1359,Jesse,Benton,1963-12-20,3,1998-06-01,2,61036
1360,James,Huynh,1984-04-11,3,2000-03-18,2,63115
1361,Andrea,Chan,1982-03-08,1,1997-11-21,3,79004
1362,April,Woodward,1966-06-18,1,2023-07-17,1,34093
1363,Samantha,Johnson,1983-01-20,2,2009-10-16,3,106932
1364,Robert,Johnson,1967-01-06,1,1988-05-27,5,116674
1365,Susan,Daniel,1982-03-27,5,2009-02-04,5,129684
1366,David,Thomas,1983-10-22,4,2020-01-07,2,62080
1367,Eugene,Shaw,1986-06-03,1,2015-06-05,1,34430
1368,Don,Bailey,1998-04-01,3,2007-01-24,3,73495
1369,Megan,Brooks,1985-05-23,1,2006-03-13,3,65470
1370,John,Burke,1987-03-03,3,2018-11-19,2,54913
1371,James,Gonzalez,1986-06-06,4,2014-02-14,4,101446
1372,Kayla,Chapman,1967-01-29,2,2000-06-18,3,96806
1373,Christine,Reed,1994-05-03,3,2007-04-21,1,41337
1374,John,Bentley,1977-04-06,4,2009-07-31,1,40316
1375,Lauren,Goodman,1979-02-08,2,2010-05-22,3,105180
1376,Paul,Phillips,1969-03-15,5,1998-09-15,3,100811
1377,Natasha,Briggs,1971-01-21,2,2017-07-09,2,71336
1378,Adam,Hernandez,1997-11-27,4,1994-08-21,3,85759
1379,Stephanie,Watson,2001-09-22,3,2011-04-02,3,85927
1380,Jesus,Ho,1988-12-16,5,2014-12-19,1,51072
1381,Susan,Frank,1989-08-23,1,2017-12-14,1,37576
1382,Sarah,Campbell,1985-05-31,2,1997-12-11,4,120901
1383,Megan,Price,1984-07-16,2,2007-04-06,5,153450
1384,William,White,1992-09-15,2,2002-10-19,3,111723
1385,Taylor,Hudson,1974-05-21,4,2001-04-14,2,67619
1386,Richard,Barker,1974-05-02,1,1998-08-09,4,94401
1387,Candice,Williams,1990-07-20,5,2014-09-20,3,103469
1388,Stacy,Ramirez,2000-11-11,1,1989-11-04,6,123150
1389,Dawn,Odonnell,1988-10-19,5,2004-03-21,4,110513
1390,Joseph,Porter,1986-03-30,4,2005-01-14,3,91430
1391,Christopher,Valenzuela,1970-04-01,2,2009-06-24,4,132814
1392,Jessica,Lopez,2000-12-16,3,2004-11-20,1,39175
1393,Kevin,Gibson,1981-06-12,5,1991-08-18,5,138014
1394,Ryan,Hall,1982-10-22,1,2002-12-23,3,70863
1395,Isaac,Brown,1973-01-15,1,1997-01-19,2,51605
1396,Shawn,Mata,1972-09-03,5,1999-07-08,5,134940
1397,Samuel,Jensen,1969-10-25,2,2004-02-23,2,83604
1398,Lisa,Powell,1986-12-11,3,1993-01-03,4,92424
1399,John,Cain,1991-12-14,2,2000-08-12,5,151311
1400,Tammy,Gibson,1999-07-14,3,2009-11-12,4,91273
1401,James,Howard,1973-09-20,3,2011-06-21,3,83132
1402,Emily,Flores,1990-03-07,3,2015-10-09,2,58668
1403,Mark,Allen,1965-04-23,3,2001-08-08,2,60809
1404,Kenneth,Keith,1997-07-29,5,2013-07-12,5,132914
1405,Andrew,Curry,1999-08-04,4,2015-03-18,3,87800
1406,Laura,Russell,1986-01-05,2,2000-05-09,2,78374
1407,Jessica,Rodriguez,1972-07-24,4,1996-01-15,4,101363
1408,Matthew,Lee,1984-03-22,5,2007-01-18,4,123327
1409,Holly,Johnson,1984-11-28,2,2008-04-16,3,95994
1410,Justin,Frazier,1985-05-08,1,1998-07-29,5,117131
1411,Christina,Jones,1964-11-13,5,2009-07-18,2,77412
1412,Katie,Greene,1986-01-10,2,2011-02-22,3,99663
1413,Jessica,Cole,1978-04-12,5,2014-03-10,4,108306
1414,Cameron,Duncan,1964-03-30,1,2019-07-07,2,57814
1415,Sara,Ruiz,1977-08-25,3,2019-08-31,1,42485
1416,Jordan,Lowe,1976-07-01,1,2009-12-16,2,55483
1417,Taylor,Hernandez,1964-05-19,2,1998-10-21,3,106378
1418,Samantha,Jones,1977-01-10,4,2019-11-02,2,62155
1419,Lori,Young,1966-06-02,5,2017-06-02,2,66357
1420,David,Castro,1970-07-22,2,2010-02-19,2,73848
1421,Victoria,Hensley,1971-03-05,4,2006-01-13,5,118890
1422,Thomas,Patterson,1983-11-20,5,1995-02-01,3,100226
1423,Kenneth,Fox,1971-08-07,2,2012-04-22,4,123575
1424,Kenneth,Lewis,1982-08-07,3,2013-03-29,3,84644
1425,Brad,Ewing,1994-01-10,2,2001-09-28,4,136166
1426,Brian,Neal,1983-12-21,4,2003-04-11,2,60562
1427,Robert,Roman,1967-08-16,5,1990-08-23,6,161629
1428,Nathan,Hunter,1996-03-31,1,2009-01-05,1,37943
1429,Susan,May,2000-11-09,5,1992-01-13,3,89165
1430,Robert,Mullins,1989-12-28,1,1991-04-06,6,113406
1431,Caleb,Martin,1986-03-29,5,2005-04-25,1,49721
1432,Denise,Burke,1964-12-06,3,2019-09-13,2,59695
1433,Troy,Sexton,1965-06-11,1,2003-07-05,1,39330
1434,Chloe,Jones,1973-08-28,1,1994-07-17,4,93928
1435,Megan,Ryan,1987-03-09,1,1992-10-02,3,77016
